"","player_name","gameid","playid","avg_speed","max_speed","season","half_seconds_remaining","distance","down","yards_to_go","shotgun","time_to_throw","play_action","box_player_count","screen","pass_rusher_count","num_dl","num_lb","num_db","exp_speed","speed_oe"
"64","Quincy Wilson",9340,2533846,2.37782608695652,5.78,"2018",248,10,"3",21,1,4.8,0,5,0,4,4,1,6,2.31238508224487,0.0654410047116469
"65","Quinton Dunbar",9349,2536099,2.18278106508876,6.71,"2018",1094,10,"2",70,1,3.1,0,6,0,4,2,4,5,2.3476665019989,-0.164885436910141
"66","Quinton Dunbar",9349,2536323,2.31061538461538,5.97,"2018",560,10,"1",36,1,3.1,0,6,0,4,2,4,5,2.93718719482422,-0.626571810208839
"67","Robert Alford",9338,2506971,4.13337837837838,9.83,"2018",288,8,"2",52,1,3.1,1,6,0,4,3,3,5,3.7361102104187,0.397268167959679
"68","Ronald Darby",9338,2506767,3.05696202531646,7.59,"2018",334,8,"2",73,0,3.3,1,9,0,4,4,3,4,3.43008279800415,-0.37312077268769
"69","Ronald Darby",9338,2506857,1.91806962025316,8.21,"2018",1563,10,"2",68,1,4.3,0,5,0,4,4,1,6,2.44772934913635,-0.529659728883193
"70","Ronald Darby",9338,2506860,3.076640625,4.42,"2018",1557,22,"3",80,1,1.9,0,4,0,4,4,1,6,3.12469410896301,-0.0480534839630127
"71","Ronald Darby",9338,2506913,3.91922222222222,9.68,"2018",947,6,"2",70,0,2.8,1,9,0,5,4,2,5,3.85111451148987,0.068107710732352
"72","Ronald Darby",9338,2506965,1.97360215053763,5.56,"2018",345,28,"3",85,1,2.8,0,4,0,4,4,1,6,1.96790552139282,0.00569662914480773
"73","Ryan Smith",9343,2533291,2.40383116883117,6.35,"2018",1056,20,"1",85,1,4.1,0,5,0,4,4,2,5,2.74270224571228,-0.33887107688111
"74","Stephon Gilmore",9344,2531705,3.25947058823529,8.35,"2018",1299,10,"1",47,1,7.1,1,7,0,5,3,3,5,3.36107230186462,-0.101601713629334
"75","Stephon Gilmore",9344,2531840,1.17423188405797,6.3,"2018",1146,10,"1",17,1,3,0,5,0,4,4,2,5,1.27428293228149,-0.100051048223524
"76","Stephon Gilmore",9344,2532698,2.65397959183673,5.11,"2018",107,19,"3",64,1,3.4,0,4,0,4,4,1,6,2.07479190826416,0.57918768357257
"77","Stephon Gilmore",9344,2533724,1.91309782608696,5.31,"2018",508,17,"2",57,1,5.1,0,6,0,4,4,2,5,2.14511322975159,-0.232015403664627
"78","Stephon Gilmore",9344,2534164,2.61627906976744,5.82,"2018",43,10,"1",99,1,2.9,0,4,0,4,3,1,7,2.6908745765686,-0.0745955068011637
"79","Stephon Gilmore",9344,2534213,2.28973451327434,5.61,"2018",21,10,"2",84,1,3.8,0,4,0,3,3,1,7,2.28792953491211,0.0018049783622307
"80","Steven Nelson",9347,2536448,1.58649572649573,3.91,"2018",7,10,"2",66,1,1.8,0,4,0,4,2,4,5,1.79116892814636,-0.204673201650632
"81","Tashaun Gipson Sr.",9345,2533502,2.55675925925926,5.88,"2018",872,20,"2",72,1,5.3,0,4,0,4,4,2,5,4.10727596282959,-1.55051670357033
"82","Tavon Young",9346,2533924,4.34755102040816,7.19,"2018",830,19,"3",91,1,5.4,0,5,0,4,1,4,6,2.80316591262817,1.54438510777999
"83","Terrell Edmunds",9339,2533988,1.91654471544715,5.44,"2018",519,10,"2",47,1,2.9,0,6,0,4,2,4,5,2.11829710006714,-0.201752384619989
"84","Terrell Edmunds",9339,2534472,3.28801886792453,5.53,"2018",61,7,"3",68,1,4.5,0,6,0,3,2,3,6,3.27352166175842,0.0144972061661073
"85","Trae Waynes",9342,2531416,2.66735294117647,7.23,"2018",1433,10,"2",86,0,2.8,0,6,0,4,4,3,4,5.15471076965332,-2.48735782847685
"86","Tre Boston",9349,2534437,2.29666666666667,4.68,"2018",1734,10,"1",41,1,5.2,0,5,0,5,4,2,5,2.3553729057312,-0.0587062390645312
"87","Trevor Williams",9347,2535326,3.57358208955224,9.34,"2018",13,20,"1",48,1,7.1,0,6,0,4,3,2,6,3.53962445259094,0.0339576369612975
"88","Trevor Williams",9347,2535339,2.45347457627119,6.48,"2018",2,20,"2",48,1,3.7,0,4,0,3,3,2,6,2.73058319091797,-0.277108614646779
"89","Trevor Williams",9347,2535397,2.98245398773006,8.45,"2018",1685,10,"1",42,0,3.6,1,8,0,5,4,2,5,2.92414569854736,0.0583082891826967
"90","William Jackson",9340,2532364,3.32677419354839,7,"2018",536,5,"2",73,0,6.4,1,7,0,4,4,3,4,3.31287121772766,0.013902975820729
"91","A.J. Bouye",9367,2567688,2.89887218045113,6.38,"2018",496,5,"2",79,0,3.2,1,8,0,5,4,2,5,3.76136660575867,-0.862494425307537
"92","A.J. Bouye",9367,2568813,2.12440789473684,4.76,"2018",365,8,"2",60,0,3,1,6,0,4,4,2,5,2.56027245521545,-0.435864560478614
"93","Adrian Colbert",9365,2568415,4.62173228346457,8.16,"2018",60,4,"2",78,1,5.3,0,6,0,4,4,2,5,2.44712257385254,2.17460970961203
"94","Adrian Colbert",9365,2568461,2.9509900990099,5.41,"2018",21,2,"4",61,1,4.8,0,5,0,4,4,1,6,3.13181328773499,-0.180823188725086
"95","Adrian Phillips",9356,2566473,2.73953488372093,4.84,"2018",82,11,"3",52,1,3.7,0,5,0,4,2,2,7,3.97215557098389,-1.23262068726296
"96","Ahkello Witherspoon",9365,2566771,3.00090361445783,7.18,"2018",1228,7,"3",66,1,3.4,0,7,0,4,4,2,5,2.8873016834259,0.113601931031927
"97","Ahkello Witherspoon",9365,2567939,2.67517587939698,7.13,"2018",905,8,"2",77,0,7.6,1,8,0,4,4,3,4,2.72088837623596,-0.0457124968389819
"98","Ahkello Witherspoon",9365,2568051,6.95099099099099,9.75,"2018",639,10,"1",70,0,3.4,1,8,0,4,4,3,4,6.08202219009399,0.868968800896996
"99","Ahkello Witherspoon",9365,2568079,4.74340425531915,9.12,"2018",605,17,"3",77,1,4.6,0,4,0,4,4,2,5,4.26592540740967,0.477478847909482
"100","Akeem King",9369,2571537,3.87369047619048,6.43,"2018",1353,13,"2",60,1,5.7,0,7,0,4,4,3,4,3.32214164733887,0.551548828851613
"101","Bobby McCain",9359,2565798,1.9724,5.99,"2018",778,15,"3",43,1,2.8,0,4,0,4,4,2,5,3.10818362236023,-1.13578362236023
"102","Brandon Carr",9354,2542824,2.71652777777778,8.31,"2018",1064,9,"2",60,0,3.2,1,6,0,4,2,4,5,3.38180875778198,-0.665280980004202
"103","Brandon Carr",9354,2543198,2.22404761904762,7.25,"2018",1738,20,"2",69,1,5.6,1,6,0,5,2,4,5,2.92982149124146,-0.705773872193835
"104","Byron Jones",9368,2569069,2.17865030674847,6.67,"2018",21,14,"3",55,1,4.6,0,5,0,4,4,2,5,2.69356107711792,-0.51491077036945
"105","Casey Hayward Jr.",9356,2564876,3.87967105263158,9.55,"2018",109,10,"2",75,1,5.4,0,7,0,4,3,2,6,3.34897089004517,0.530700162586414
"106","Casey Hayward Jr.",9356,2565870,3.56544303797468,7.39,"2018",786,9,"2",54,0,3.7,0,6,0,5,4,2,5,4.13832235336304,-0.572879315388357
"107","Casey Hayward Jr.",9356,2566473,3.67104651162791,7.03,"2018",82,11,"3",52,1,3.7,0,5,0,4,2,2,7,3.97215557098389,-0.301109059355977
"108","Chris Conte",9362,2565125,2.89573529411765,7.75,"2018",12,10,"1",24,1,3.3,0,4,0,4,4,2,5,2.08053827285767,0.815197021259984
"109","Dane Cruikshank",9360,2566666,3.50687150837989,5.46,"2018",17,10,"2",52,1,13.2,0,3,0,2,1,3,7,4.02079582214355,-0.513924313763665
"110","Darian Stewart",9366,2568464,4.67931034482759,8.88,"2018",6,10,"1",75,1,1.7,0,4,1,4,1,4,6,2.01273345947266,2.66657688535493
"111","Darius Slay",9365,2567131,3.87912698412698,7.82,"2018",628,10,"1",85,0,3.9,1,7,0,4,3,3,5,3.71433186531067,0.164795118816311
"112","De'Vondre Campbell",9355,2566427,2.05122448979592,5.73,"2018",5,15,"1",31,1,3.7,0,4,0,4,3,3,5,2.1684992313385,-0.117274741542581
"113","Derwin James",9356,2566455,2.7560162601626,4.91,"2018",122,10,"1",51,1,3.5,0,6,0,4,3,2,6,2.72540616989136,0.0306100902712427
"114","Eric Murray",9361,2563747,3.23432835820896,7.16,"2018",1614,13,"3",78,1,3.2,0,3,0,3,1,4,6,3.16319561004639,0.0711327481625732
"115","Eric Murray",9361,2566503,1.82769841269841,8.26,"2018",633,20,"3",69,1,1.6,0,3,1,3,1,4,6,1.83506417274475,-0.00736576004634104
"116","Eric Murray",9361,2566527,2.7188275862069,7.24,"2018",606,25,"3",74,1,2.1,0,3,1,3,1,4,6,2.4685742855072,0.250253300699698
"117","Harrison Smith",9357,2564698,2.2568,5.92,"2018",8,2,"2",24,1,4.9,0,6,0,4,4,2,5,2.35740685462952,-0.100606854629516
"118","Jamar Taylor",9364,2566856,2.48364341085271,7.62,"2018",949,10,"1",59,0,3.2,1,7,0,4,4,2,5,3.11957907676697,-0.635935665914258
"119","Jamar Taylor",9364,2567602,3.31809885931559,7.08,"2018",1576,9,"3",21,1,6.6,0,8,0,6,4,2,5,3.27932691574097,0.038771943574623
"120","James Bradberry",9355,2565860,3.42714285714286,8.23,"2018",607,5,"2",53,0,3.4,1,9,0,5,4,3,4,3.56587171554565,-0.138728858402794
"121","Jaquiski Tartt",9365,2568079,4.01276595744681,9.19,"2018",605,17,"3",77,1,4.6,0,4,0,4,4,2,5,4.26592540740967,-0.253159449962858
"122","Jaquiski Tartt",9365,2568232,3.00108695652174,5.66,"2018",273,2,"2",36,1,3.2,0,6,0,4,4,2,5,1.76632392406464,1.2347630324571
"123","Jason McCourty",9367,2568293,2.36921052631579,7.93,"2018",1303,10,"1",70,1,2.9,0,7,0,4,4,2,5,2.4589467048645,-0.0897361785487121
"124","Jason McCourty",9367,2568551,3.32856164383562,8.79,"2018",963,9,"2",74,1,3.3,1,6,0,4,4,2,5,3.63332414627075,-0.304762502435132
"125","Jeff Heath",9368,2569506,2.24261627906977,7.46,"2018",46,10,"1",37,1,3.7,0,6,0,4,4,2,5,2.47467470169067,-0.232058422620904
"126","Jeff Heath",9368,2569517,2.50323308270677,8.29,"2018",22,10,"1",20,1,4,0,5,0,4,4,2,5,2.61286473274231,-0.109631650035539
"127","Jimmie Ward",9365,2568415,5.13157480314961,8.24,"2018",60,4,"2",78,1,5.3,0,6,0,4,4,2,5,2.44712257385254,2.68445222929707
"128","Jordan Whitehead",9362,2566679,2.85433628318584,3.89,"2018",19,10,"1",90,1,2.6,0,4,0,4,4,2,5,2.32776403427124,0.5265722489146
"129","Jordan Whitehead",9362,2566696,2.76851973684211,5.41,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,-0.122095011158989
"130","Jordan Whitehead",9362,2566696,2.76851973684211,5.41,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,-0.122095011158989
"131","Jordan Whitehead",9362,2566696,2.76851973684211,5.41,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,-0.122095011158989
"132","Jordan Whitehead",9362,2566696,2.76851973684211,5.41,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,-0.122095011158989
"133","Justin Evans",9362,2566199,2.2425855513308,8.52,"2018",535,10,"4",35,1,8.3,0,6,0,4,4,2,5,2.14830470085144,0.0942808504793597
"134","Justin Evans",9362,2566696,3.02075657894737,5.06,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,0.130141830946271
"135","Justin Evans",9362,2566696,3.02075657894737,5.06,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,0.130141830946271
"136","Justin Evans",9362,2566696,3.02075657894737,5.06,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,0.130141830946271
"137","Justin Evans",9362,2566696,3.02075657894737,5.06,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,0.130141830946271
"138","Kavon Frazier",9368,2568891,2.97478787878788,6.15,"2018",1186,13,"2",66,1,4.4,1,6,0,3,4,2,5,2.70525455474854,0.269533324039345
"139","Kavon Frazier",9368,2568895,3.5927619047619,7.63,"2018",1146,13,"3",66,1,3.5,0,6,0,4,3,3,5,3.3796284198761,0.213133484885801
"140","Kenny Vaccaro",9360,2566649,2.03135135135135,5.91,"2018",33,6,"3",71,1,3.5,0,5,0,4,1,5,5,2.90149211883545,-0.870140767484099
"141","Kenny Vaccaro",9360,2566666,3.46351955307263,7.04,"2018",17,10,"2",52,1,13.2,0,3,0,2,1,3,7,4.02079582214355,-0.557276269070925
"142","Kentrell Brice",9357,2565465,2.64076923076923,7.69,"2018",1000,10,"1",57,0,6.1,1,7,0,4,3,2,6,2.38718581199646,0.25358341877277
"143","Kevin Byard",9360,2566666,3.51067039106145,6.4,"2018",17,10,"2",52,1,13.2,0,3,0,2,1,3,7,4.02079582214355,-0.510125431082105
"144","Logan Ryan",9360,2566666,4.34335195530726,7.65,"2018",17,10,"2",52,1,13.2,0,3,0,2,1,3,7,4.02079582214355,0.322556133163705
"145","Mackensie Alexander",9357,2566489,1.25061403508772,5.1,"2018",7,10,"1",37,1,1.4,0,3,0,3,3,2,6,2.31637859344482,-1.0657645583571
"146","Malcolm Butler",9360,2566666,4.12050279329609,8.67,"2018",17,10,"2",52,1,13.2,0,3,0,2,1,3,7,4.02079582214355,0.0997069711525356
"147","Marcus Williams",9358,2566465,2.24877551020408,3.7,"2018",14,10,"1",50,1,3.3,0,4,0,3,3,1,7,1.93145358562469,0.317321924579385
"148","Marcus Williams",9362,2566392,1.22473945409429,6.21,"2018",396,10,"1",78,1,2.9,0,6,0,4,4,2,5,2.57462406158447,-1.34988460749018
"149","Marcus Williams",9362,2566409,1.22473945409429,6.21,"2018",384,10,"1",68,1,1.8,1,6,0,4,4,2,5,2.20920562744141,-0.984466173347116
"150","Mike Evans",9362,2566696,2.00723684210526,5.96,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,-0.883377905895839
"151","Mike Evans",9362,2566696,2.00723684210526,5.96,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,-0.883377905895839
"152","Mike Evans",9362,2566696,2.00723684210526,5.96,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,-0.883377905895839
"153","Mike Evans",9362,2566696,2.00723684210526,5.96,"2018",3,10,"2",79,1,2.3,0,3,0,3,3,2,6,2.8906147480011,-0.883377905895839
"154","Mike Hughes",9357,2565731,1.96340277777778,7.33,"2018",626,10,"1",30,1,2.9,0,6,0,4,4,2,5,2.84548997879028,-0.882087201012503
"155","Morris Claiborne",9359,2564577,3.20064516129032,7.19,"2018",117,2,"3",54,1,3.6,0,6,0,4,2,4,5,2.81327152252197,0.387373638768347
"156","Nevin Lawson",9365,2567376,1.28132854578097,4.06,"2018",65,19,"3",96,1,2.2,0,3,1,3,1,3,7,3.20583701133728,-1.92450846555631
"157","Pierre Desir",9363,2566046,2.27634831460674,6.9,"2018",1696,10,"3",91,1,3.2,0,5,0,4,4,1,6,3.36030244827271,-1.08395413366597
"158","Pierre Desir",9363,2566889,3.12691489361702,6.91,"2018",219,4,"2",74,1,2.6,0,6,0,4,4,1,6,3.34838104248047,-0.221466148863449
"159","Pierre Desir",9363,2566997,2.62407407407407,6.11,"2018",24,4,"4",34,1,2.4,0,4,0,4,4,1,6,3.3737735748291,-0.749699500755032
"160","Prince Amukamara",9369,2571280,2.11926229508197,7.24,"2018",1118,6,"3",61,1,3.7,0,6,0,4,2,4,5,2.41164922714233,-0.292386932060364
"161","Prince Amukamara",9369,2571336,1.5774609375,5.57,"2018",811,6,"2",83,1,4.7,1,7,0,4,2,4,5,2.41899871826172,-0.841537780761719
"162","Prince Amukamara",9369,2571354,3.7,7.47,"2018",669,7,"2",73,0,3.5,1,6,0,3,2,4,5,2.64411211013794,1.05588788986206
"163","Prince Amukamara",9369,2571445,3.9768085106383,7.52,"2018",24,10,"1",46,1,3.9,0,5,0,4,1,4,6,3.6903088092804,0.286499701357905
"164","Prince Amukamara",9369,2571549,3.1027358490566,6.41,"2018",1296,10,"1",92,0,3.2,1,7,0,4,3,4,4,2.97911739349365,0.123618455562948
"165","Prince Amukamara",9369,2571631,2.48535353535354,7.26,"2018",734,11,"2",41,1,3.4,0,6,0,4,2,4,5,3.31034851074219,-0.824994975388647
"166","Prince Amukamara",9369,2571742,2.51068376068376,5.46,"2018",116,4,"2",51,1,4.4,0,5,0,3,1,4,6,2.66678094863892,-0.156097187955156
"167","Prince Amukamara",9369,2571746,2.22930693069307,4.35,"2018",93,10,"1",40,1,2.4,0,5,0,3,1,4,6,2.0298376083374,0.199469322355668
"168","Quinton Dunbar",9363,2564658,2.08646048109966,8.39,"2018",576,9,"2",64,1,2.9,0,4,0,4,2,4,5,2.482102394104,-0.395641913004344
"169","Reshad Jones",9359,2564497,3.76438461538462,6.18,"2018",250,10,"1",75,0,3.5,1,8,0,5,4,3,4,3.5671980381012,0.197186577283424
"170","Reshad Jones",9359,2565508,3.53131782945736,6.88,"2018",1283,10,"2",70,1,5.1,0,7,0,4,4,2,5,3.04771542549133,0.483602403966027
"171","Robert Alford",9355,2563973,3.61978260869565,7.53,"2018",910,10,"1",70,0,3.7,1,8,0,5,4,3,4,3.33158802986145,0.2881945788342
